ICD10,PheCode,ICD10 String,Phenotype,Excl. Phecodes,Excl. Phenotypes,category
I71.2,442.1,"Thoracic aortic aneurysm, without mention of rupture",Aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I71.3,442.11,"Abdominal aortic aneurysm, ruptured",Abdominal aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I71.4,442.11,"Abdominal aortic aneurysm, without mention of rupture",Abdominal aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I71.5,442.1,"Thoracoabdominal aortic aneurysm, ruptured",Aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I71.6,442.1,"Thoracoabdominal aortic aneurysm, without mention of rupture",Aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I71.8,442.1,"Aortic aneurysm of unspecified site, ruptured",Aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I71.9,442.1,"Aortic aneurysm of unspecified site, without mention of rupture",Aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72,442,Other aneurysm and dissection,Other aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72.0,442.8,Aneurysm and dissection of carotid artery,Aneurysm of other specified artery,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72.1,442.8,Aneurysm and dissection of artery of upper extremity,Aneurysm of other specified artery,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72.2,442.8,Aneurysm and dissection of renal artery,Aneurysm of other specified artery,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72.3,442.2,Aneurysm and dissection of iliac artery,Aneurysm of iliac artery,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72.4,442.3,Aneurysm and dissection of artery of lower extremity,Aneurysm of artery of lower extremity,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72.8,442.8,Aneurysm and dissection of other specified arteries,Aneurysm of other specified artery,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I72.9,442,Aneurysm and dissection of unspecified site,Other aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I73,443.8,Other peripheral vascular diseases,Other specified peripheral vascular diseases,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I73.0,443.1,Raynaud syndrome,Raynaud's syndrome,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I73.1,446.1,Thromboangiitis obliterans [Buerger],Thromboangiitis obliterans,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I73.8,443.8,Other specified peripheral vascular diseases,Other specified peripheral vascular diseases,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I73.9,443.9,"Peripheral vascular disease, unspecified","Peripheral vascular disease, unspecified",440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74,444,Arterial embolism and thrombosis,Arterial embolism and thrombosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.0,444.2,Embolism and thrombosis of abdominal aorta,Embolism and thrombosis of abdominal aorta,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.1,444,Embolism and thrombosis of other and unspecified parts of aorta,Arterial embolism and thrombosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.2,444,Embolism and thrombosis of arteries of upper extremities,Arterial embolism and thrombosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.3,444.1,Embolism and thrombosis of arteries of lower extremities,Arterial embolism and thrombosis of lower extremity artery,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.4,444,"Embolism and thrombosis of arteries of extremities, unspecified",Arterial embolism and thrombosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.5,444,Embolism and thrombosis of iliac artery,Arterial embolism and thrombosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.8,444,Embolism and thrombosis of other arteries,Arterial embolism and thrombosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I74.9,444,Embolism and thrombosis of unspecified artery,Arterial embolism and thrombosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77,447,Other disorders of arteries and arterioles,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.0,447,"Arteriovenous fistula, acquired",Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.1,447.1,Stricture of artery,Stricture of artery,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.2,447,Rupture of artery,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.3,447,Arterial fibromuscular dysplasia,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.4,447,Coeliac artery compression syndrome,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.5,447,Necrosis of artery,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.6,446.9,"Arteritis, unspecified",Arteritis NOS,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.8,447,Other specified disorders of arteries and arterioles,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I77.9,447,"Disorder of arteries and arterioles, unspecified",Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I78,448,Diseases of capillaries,Disease of capillaries,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I78.0,448,Hereditary haemorrhagic telangiectasia,Disease of capillaries,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I78.1,217.1,"Naevus, non-neoplastic","Nevus, non-neoplastic",216-217.99,Benign neoplasm of skin,neoplasms
I78.8,448,Other diseases of capillaries,Disease of capillaries,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I78.9,448,"Disease of capillaries, unspecified",Disease of capillaries,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I79.0,442.1,Aneurysm of aorta in diseases classified elsewhere,Aortic aneurysm,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I79.1,443.7,Aortitis in diseases classified elsewhere,Peripheral angiopathy in diseases classified elsewhere,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I79.2,443.7,Peripheral angiopathy in diseases classified elsewhere,Peripheral angiopathy in diseases classified elsewhere,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I79.8,443.7,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere",Peripheral angiopathy in diseases classified elsewhere,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",circulatory system
I80,451,Phlebitis and thrombophlebitis,Phlebitis and thrombophlebitis,450-457.99,diseases of veins and lymphatics,circulatory system
I80.0,451.2,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,Phlebitis and thrombophlebitis of lower extremities,450-457.99,diseases of veins and lymphatics,circulatory system
I80.1,451.2,Phlebitis and thrombophlebitis of femoral vein,Phlebitis and thrombophlebitis of lower extremities,450-457.99,diseases of veins and lymphatics,circulatory system
I80.2,451.2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,Phlebitis and thrombophlebitis of lower extremities,450-457.99,diseases of veins and lymphatics,circulatory system
I80.3,451.2,"Phlebitis and thrombophlebitis of lower extremities, unspecified",Phlebitis and thrombophlebitis of lower extremities,450-457.99,diseases of veins and lymphatics,circulatory system
I80.8,451,Phlebitis and thrombophlebitis of other sites,Phlebitis and thrombophlebitis,450-457.99,diseases of veins and lymphatics,circulatory system
I80.9,451,Phlebitis and thrombophlebitis of unspecified site,Phlebitis and thrombophlebitis,450-457.99,diseases of veins and lymphatics,circulatory system
I81,452,Portal vein thrombosis,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I82,452,Other venous embolism and thrombosis,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I82.0,452,Budd-Chiari syndrome,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I82.1,452,Thrombophlebitis migrans,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I82.2,452,Embolism and thrombosis of vena cava,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I82.3,452,Embolism and thrombosis of renal vein,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I82.8,452,Embolism and thrombosis of other specified veins,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I82.9,452,Embolism and thrombosis of unspecified vein,Other venous embolism and thrombosis,450-457.99,diseases of veins and lymphatics,circulatory system
I83,454.1,Varicose veins of lower extremities,Varicose veins of lower extremity,450-457.99,diseases of veins and lymphatics,circulatory system
I83.0,454.11,Varicose veins of lower extremities with ulcer,"Varicose veins of lower extremity, symptomtic",450-457.99,diseases of veins and lymphatics,circulatory system
I83.1,454.11,Varicose veins of lower extremities with inflammation,"Varicose veins of lower extremity, symptomtic",450-457.99,diseases of veins and lymphatics,circulatory system
I83.2,454.11,Varicose veins of lower extremities with both ulcer and inflammation,"Varicose veins of lower extremity, symptomtic",450-457.99,diseases of veins and lymphatics,circulatory system
I83.9,454.1,Varicose veins of lower extremities without ulcer or inflammation,Varicose veins of lower extremity,450-457.99,diseases of veins and lymphatics,circulatory system
I84,455,Hemorrhoids,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.0,455,Internal thrombosed hemorrhoids,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.1,455,Internal hemorrhoids with other complications,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.2,455,Internal hemorrhoids without complication,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.3,455,External thrombosed hemorrhoids,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.4,455,External hemorrhoids with other complications,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.5,455,External hemorrhoids without complication,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.6,455,Residual hemorrhoidal skin tags,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.7,455,Unspecified thrombosed hemorrhoids,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.8,455,Unspecified hemorrhoids with other complications,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I84.9,455,Unspecified hemorrhoids without complication,Hemorrhoids,450-457.99,diseases of veins and lymphatics,circulatory system
I85,530.2,Oesophageal varices,Esophageal bleeding (varices/hemorrhage),"530-530.99, 532-532.99",esophageal disorders,digestive
I85.0,530.2,Oesophageal varices with bleeding,Esophageal bleeding (varices/hemorrhage),"530-530.99, 532-532.99",esophageal disorders,digestive
I85.9,530.2,Oesophageal varices without bleeding,Esophageal bleeding (varices/hemorrhage),"530-530.99, 532-532.99",esophageal disorders,digestive
I86,454,Varicose veins of other sites,Varicose veins,450-457.99,diseases of veins and lymphatics,circulatory system
I86.0,454,Sublingual varices,Varicose veins,450-457.99,diseases of veins and lymphatics,circulatory system
I86.1,454,Scrotal varices,Varicose veins,450-457.99,diseases of veins and lymphatics,circulatory system
I86.2,454,Pelvic varices,Varicose veins,450-457.99,diseases of veins and lymphatics,circulatory system
I86.3,454,Vulval varices,Varicose veins,450-457.99,diseases of veins and lymphatics,circulatory system
I86.4,454,Gastric varices,Varicose veins,450-457.99,diseases of veins and lymphatics,circulatory system
I86.8,454,Varicose veins of other specified sites,Varicose veins,450-457.99,diseases of veins and lymphatics,circulatory system
I87.0,452.8,Postthrombotic syndrome,Postphlebitic syndrome,450-457.99,diseases of veins and lymphatics,circulatory system
I87.1,459,Compression of vein,Other disorders of circulatory system,458-459.99,other circulatory symptoms/findings/disorders,circulatory system
I87.2,456,Venous insufficiency (chronic)(peripheral),Chronic venous insufficiency [CVI],450-457.99,diseases of veins and lymphatics,circulatory system
I87.8,459.9,Other specified disorders of veins,Circulatory disease NEC,458-459.99,other circulatory symptoms/findings/disorders,circulatory system
I87.9,459.9,"Disorder of vein, unspecified",Circulatory disease NEC,458-459.99,other circulatory symptoms/findings/disorders,circulatory system
I88,289.4,Nonspecific lymphadenitis,Lymphadenitis,288-289.99,Other diseases of the blood,hematopoietic
I88.0,289.4,Nonspecific mesenteric lymphadenitis,Lymphadenitis,288-289.99,Other diseases of the blood,hematopoietic
I88.1,289.4,"Chronic lymphadenitis, except mesenteric",Lymphadenitis,288-289.99,Other diseases of the blood,hematopoietic
I88.8,289.4,Other nonspecific lymphadenitis,Lymphadenitis,288-289.99,Other diseases of the blood,hematopoietic
I88.9,289.4,"Nonspecific lymphadenitis, unspecified",Lymphadenitis,288-289.99,Other diseases of the blood,hematopoietic
I89,450,Other noninfective disorders of lymphatic vessels and lymph nodes,Noninfectious disorders of lymphatic channels,450-450.99,Noninfectious disorders of lymphatic channels,circulatory system
I89.0,450,"Lymphoedema, not elsewhere classified",Noninfectious disorders of lymphatic channels,450-450.99,Noninfectious disorders of lymphatic channels,circulatory system
I89.1,450,Lymphangitis,Noninfectious disorders of lymphatic channels,450-450.99,Noninfectious disorders of lymphatic channels,circulatory system
I89.8,450,Other specified noninfective disorders of lymphatic vessels and lymph nodes,Noninfectious disorders of lymphatic channels,450-450.99,Noninfectious disorders of lymphatic channels,circulatory system
